,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,49.46,54.16,59.14,59.37,60.19,60.12,60.13,60.13
Public,50.54,45.84,40.86,40.63,39.81,39.88,39.88,39.88
No. of Shareholders,9083.0,9046.0,8999.0,8881.0,8856.0,8912.0,8807.0,8779.0
