,2021-03-01,2022-03-01,2023-03-01
Debtor Days,154.92,84.68,91.12
Inventory Days,6216.59,777.55,452.92
Days Payable,1738.1,240.65,144.17
Cash Conversion Cycle,4633.41,621.57,399.87
Working Capital Days,600.5,316.74,198.55
ROCE %,,11.9,29.61
