,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,25.96,17.31,13.16,13.45,11.44,10.87,11.44,8.23,17.94,13.64,11.73,11.1,13.21
Expenses,16.24,8.08,9.36,7.74,7.91,10.92,13.48,9.3,16.0,12.68,12.31,7.04,13.86
Operating Profit,9.72,9.23,3.8,5.71,3.53,-0.05,-2.04,-1.07,1.94,0.96,-0.58,4.06,-0.65
OPM %,37.44,53.32,28.88,42.45,30.86,-0.46,-17.83,-13.0,10.81,7.04,-4.94,36.58,-4.92
Other Income,0.06,0.12,0.1,0.03,0.67,0.1,0.34,0.13,0.04,0.2,0.28,0.15,0.54
Interest,0.53,0.7,0.66,0.72,0.82,0.89,0.9,0.55,0.41,0.42,0.59,0.52,0.53
Depreciation,1.08,1.06,0.82,0.96,0.75,1.06,1.0,1.15,0.95,0.7,0.29,1.34,0.7
Profit before tax,8.17,7.59,2.42,4.06,2.63,-1.9,-3.6,-2.64,0.62,0.04,-1.18,2.35,-1.34
Tax %,61.32,72.86,37.6,-0.49,27.76,-16.32,9.17,-3.03,-9.68,0.0,-15.25,17.02,15.67
Net Profit,3.16,2.06,1.51,4.08,1.9,-2.21,-3.27,-2.71,0.68,0.03,-1.36,1.96,-1.13
EPS in Rs,10.21,6.65,4.88,13.18,6.14,-7.14,-10.56,-8.75,2.2,0.1,-4.39,6.33,-3.65
