,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.03,0.00,0.00,0.05,0.2,0.28,0.2,0.21,0.21,0.35,0.33,0.34,0.35
Expenses,0.11,0.05,0.05,0.12,0.12,0.27,0.17,0.16,0.15,0.15,0.16,0.13,0.13
Operating Profit,-0.08,-0.05,-0.05,-0.07,0.08,0.01,0.03,0.05,0.06,0.2,0.17,0.21,0.22
OPM %,-266.67,,,-140.0,40.0,3.57,15.0,23.81,28.57,57.14,51.52,61.76,62.86
Other Income,0.0,0.00,0.00,0.0,-0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.00,0.00,0.0,0.02,0.0,0.0,0.0,0.0,0.64,0.01,0.01,0.01
Depreciation,0.0,0.00,0.00,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,-0.08,-0.05,-0.05,-0.07,0.01,0.06,0.08,0.05,0.06,-0.44,0.16,0.2,0.21
Tax %,0.0,0.00,0.00,-85.71,0.0,33.33,-50.0,0.0,50.0,-6.82,18.75,0.0,
Net Profit,-0.08,-0.05,-0.05,-0.14,0.01,0.04,0.12,0.05,0.04,-0.47,0.14,0.2,0.19
EPS in Rs,-7.84,-4.90,-4.90,-0.28,0.02,0.08,0.24,0.1,0.08,-0.95,0.28,0.4,0.38
