,Company_name,Sector,NSE,BSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,R M Drip & Sprinklers Systems Ltd,Plastic products,RMDRIP,,149,118, 118 / 15.6,34.8,19.8,0.0,5.1,0.24,10.0,9.59,-3.61,-22.2,-23.8,-0.98,15.7,283,-78.0,-54.7,-28.7,-9.34,5.98,0.04,5.69,8.29,9.92,4.15,1.26
