,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-12-01
Promoters,60.97,60.97,61.0,60.23,60.29,51.91,22.97
Public,39.03,39.02,39.0,39.78,39.72,48.09,77.03
No. of Shareholders,467.0,394.0,392.0,301.0,341.0,353.0,345.0
