,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.77,0.45,0.96,0.89,0.41,0.44,1.19,2.05,1.75,1.07,0.38,0.46,0.39
Operating Profit,-0.72,-0.45,-0.96,-0.89,-0.41,-0.44,-1.19,-2.05,-1.75,-1.07,-0.38,-0.46,-0.39
OPM %,-1440.0,,,,,,,,,,,,
Other Income,1.01,0.41,1.54,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.69,0.01,-0.05
Interest,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04
Profit before tax,0.23,-0.10,0.52,-0.92,-0.43,-0.48,-1.23,-2.09,-1.78,-1.10,0.27,-0.49,-0.48
Tax %,0.0,0.00,94.23,0.00,0.00,-2.08,-47.97,0.00,0.00,0.00,66.67,0.00,0.00
Net Profit,0.23,-0.11,0.04,-0.92,-0.43,-0.49,-1.81,-2.09,-1.78,-1.10,0.10,-0.49,-0.48
EPS in Rs,0.2,-0.10,0.04,-0.82,-0.38,-0.43,-1.61,-1.85,-1.58,-0.98,0.09,-0.43,-0.43
