,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,26.35,26.35,26.35,26.35,26.35,26.35,100.0,100.0,100.0,100.0,100.0,100.0
Public,73.65,73.65,73.65,73.65,73.65,73.65,0.0,0.0,0.0,0.0,0.0,0.0
No. of Shareholders,2451.0,2452.0,2465.0,2500.0,2500.0,2500.0,1.0,1.0,1.0,1.0,1.0,1.0
