,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,23.83,27.4,30.17,33.92,38.02,38.29,37.41,41.67,49.15,53.7,53.83,57.01,71.85
Expenses,24.22,24.96,26.89,29.13,32.27,32.09,31.68,35.58,43.9,46.18,46.38,49.28,61.63
Operating Profit,-0.39,2.44,3.28,4.79,5.75,6.2,5.73,6.09,5.25,7.52,7.45,7.73,10.22
OPM %,-1.64,8.91,10.87,14.12,15.12,16.19,15.32,14.61,10.68,14.0,13.84,13.56,14.22
Other Income,1.41,0.38,0.15,2.15,1.22,1.29,0.57,0.95,3.24,0.62,0.16,1.66,0.84
Interest,2.11,2.11,2.1,2.19,2.2,2.11,2.1,2.04,2.45,1.71,1.52,1.55,1.53
Depreciation,2.33,2.16,2.42,3.03,3.16,3.26,3.19,3.45,4.74,4.57,4.57,4.53,5.57
Profit before tax,-3.42,-1.45,-1.09,1.72,1.61,2.12,1.01,1.55,1.3,1.86,1.52,3.31,3.96
Tax %,-0.29,0.0,-4.59,0.0,0.62,0.0,0.0,0.0,4.62,0.0,0.0,3.02,8.59
Net Profit,-3.43,-1.45,-1.14,1.72,1.6,2.12,1.01,1.55,1.24,1.86,1.52,3.21,3.63
EPS in Rs,-0.22,-0.09,-0.07,0.11,0.1,0.13,0.06,0.1,0.08,0.11,0.09,0.18,0.2
