,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,100,176,155,51,87,150,202,170,103,121,102,134
Inventory Days,139,,,,,259,103,192,79,,48,26
Days Payable,20,,,,,372,372,836,643,,356,325
Cash Conversion Cycle,220,176,155,51,87,37,-67,-473,-461,121,-207,-165
Working Capital Days,187,298,166,154,77,251,185,187,91,85,95,124
ROCE %,-38,-60,-76,-44,-321,4,-9,-21,-18,-0,12,9
