,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,261.44,303.78,339.53,418.82,311.23,337.21,390.71,496.78,303.7,304.44,350.0,486.96,315.82
Expenses,218.22,255.46,299.97,337.8,255.67,286.02,355.37,422.32,273.22,293.82,316.29,433.35,286.56
Operating Profit,43.22,48.32,39.56,81.02,55.56,51.19,35.34,74.46,30.48,10.62,33.71,53.61,29.26
OPM %,16.53,15.91,11.65,19.34,17.85,15.18,9.05,14.99,10.04,3.49,9.63,11.01,9.26
Other Income,3.2,1.91,17.69,1.47,3.34,3.62,2.35,4.78,8.51,6.52,7.45,4.4,3.12
Interest,2.11,2.02,1.97,2.21,1.95,1.97,2.51,2.85,4.3,6.64,7.18,6.31,5.7
Depreciation,8.23,8.32,7.93,8.46,8.62,8.77,6.82,8.24,8.39,8.1,9.16,8.96,9.18
Profit before tax,36.08,39.89,47.35,71.82,48.33,44.07,28.36,68.15,26.3,2.4,24.82,42.74,17.5
Tax %,37.8,41.14,25.89,41.17,30.42,30.95,28.74,29.19,43.31,98.33,-72.93,23.47,56.23
Net Profit,78.83,71.67,66.43,75.59,143.55,37.39,46.32,60.66,2.58,0.84,58.43,39.57,-4.15
EPS in Rs,9.1,8.27,7.67,8.72,16.56,4.31,5.34,7.0,0.3,0.1,6.73,4.56,-0.48
