,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,56.44,13.49,-54.07,-4.32
Inventory Days,,555.56,,
Days Payable,,7.33,,
Cash Conversion Cycle,56.44,561.72,-54.07,-4.32
Working Capital Days,2396.96,352.41,23853.43,4247.22
ROCE %,,3.11,4.05,6.19
