,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,103,146,92,109,128,123,64,126
Cash from Investing Activity,-30,-47,-1,9,-6,-66,-20,-57
Cash from Financing Activity,-74,-99,-92,-114,-122,-62,-44,-62
Net Cash Flow,-1,1,-1,4,0,-4,0,7
