,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.08,73.14,73.96,73.99,73.99
DIIs,0.0,24.43,24.06,0.0,0.0
Public,29.92,2.43,1.98,25.99,26.0
No. of Shareholders,1080.0,1616.0,6490.0,8090.0,12571.0
