,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,88.62,130.34,187.26,118.48,184.24
Expenses,77.79,118.17,169.17,110.53,169.21
Operating Profit,10.83,12.17,18.09,7.95,15.03
OPM %,12.22,9.34,9.66,6.71,8.16
Other Income,0.04,0.45,0.49,1.46,0.67
Interest,1.44,1.43,5.54,4.41,3.37
Depreciation,0.84,1.04,2.9,2.01,2.4
Profit before tax,8.59,10.15,10.14,2.99,9.93
Tax %,26.66,25.62,25.44,31.44,23.56
Net Profit,6.3,7.55,7.56,2.06,7.59
EPS in Rs,348.45,0.82,0.82,0.22,0.62
