,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,9,12
Reserves,-65,-46,-4,40,519
Borrowings,71,73,70,141,80
Other Liabilities,43,35,26,45,41
Total Liabilities,49,62,93,235,652
Fixed Assets,8,7,12,29,36
CWIP,0,0,2,11,0
Investments,0,0,0,2,1
Other Assets,41,55,79,193,616
Total Assets,49,62,93,235,652
