,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,68.0,240.0,371.0,553.0
Expenses,57.0,212.0,311.0,505.0
Operating Profit,11.0,28.0,60.0,48.0
OPM %,16.0,12.0,16.0,9.0
Other Income,0.0,0.0,0.0,1.0
Interest,5.0,8.0,7.0,11.0
Depreciation,2.0,2.0,2.0,6.0
Profit before tax,5.0,18.0,51.0,32.0
Tax %,22.0,-6.0,18.0,28.0
Net Profit,4.0,19.0,42.0,23.0
EPS in Rs,206.67,1073.89,2328.89,2.48
