,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,147.21,190.04,213.61,219.09,117.79,217.55,99.52,129.33,109.26,99.39,103.55,105.53,94.58
Expenses,109.05,143.53,172.81,169.83,95.21,168.23,77.51,101.47,80.42,86.95,85.93,89.76,80.26
Operating Profit,38.16,46.51,40.8,49.26,22.58,49.32,22.01,27.86,28.84,12.44,17.62,15.77,14.32
OPM %,25.92,24.47,19.1,22.48,19.17,22.67,22.12,21.54,26.4,12.52,17.02,14.94,15.14
Other Income,0.52,0.2,0.68,1.75,5.2,0.96,13.54,12.1,12.64,22.41,-0.44,0.39,0.8
Interest,15.55,15.4,15.21,14.91,6.09,15.04,1.64,4.83,4.61,5.86,3.66,1.08,1.99
Depreciation,13.52,13.26,11.65,13.85,6.23,14.13,9.7,6.19,6.36,7.38,6.86,8.78,9.61
Profit before tax,9.61,18.05,14.62,22.25,15.46,21.11,24.21,28.94,30.51,21.61,6.66,6.3,3.52
Tax %,31.53,22.88,45.76,41.17,24.77,40.69,-23.92,18.0,24.32,-95.84,49.85,40.79,40.06
Net Profit,6.57,13.92,7.94,13.09,11.64,12.52,29.99,23.73,23.08,42.33,3.35,3.73,2.11
EPS in Rs,0.44,0.92,0.53,0.87,0.77,0.83,1.99,1.58,1.53,2.81,0.22,0.25,0.14
