,2022-03-01,2023-03-01,2023-09-01
Promoters,68.24,68.28,68.3
FIIs,7.13,5.66,5.35
DIIs,7.73,7.65,7.17
Public,16.9,18.43,19.19
No. of Shareholders,82578.0,95605.0,92991.0
