,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,110.95,153.16,131.54,215.15,191.41
Inventory Days,21.43,51.75,72.47,211.64,133.99
Days Payable,17.79,121.71,57.7,218.43,77.85
Cash Conversion Cycle,114.58,83.2,146.31,208.36,247.55
Working Capital Days,125.65,103.8,170.3,197.44,269.64
ROCE %,,11.74,10.26,23.13,15.44
