,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,6.0,27.59,19.24,23.58,20.69
Expenses,3.99,24.24,16.84,22.05,18.03
Operating Profit,2.01,3.35,2.4,1.53,2.66
OPM %,33.5,12.14,12.47,6.49,12.86
Other Income,0.03,0.86,0.08,1.56,0.38
Interest,0.74,1.34,0.98,0.45,1.02
Depreciation,0.18,0.19,0.21,0.22,0.22
Profit before tax,1.12,2.68,1.29,2.42,1.8
Tax %,0.0,36.94,22.48,25.21,27.22
Net Profit,1.12,1.69,1.0,1.81,1.31
EPS in Rs,18.12,2.11,0.91,1.65,1.19
