,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3.0,3.21,-5.87,2.32,-9.06
Cash from Investing Activity,-0.61,-2.76,-1.64,-0.71,0.86
Cash from Financing Activity,3.61,-0.19,7.25,-1.46,8.07
Net Cash Flow,0.0,0.27,-0.26,0.15,-0.13
