,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.18,0.99,0.89,0.78,0.85,1.06,1.22,1.48,1.4,1.36,1.64,1.66,1.74
Expenses,0.43,0.37,0.5,0.39,0.43,0.64,0.84,1.23,1.28,1.85,0.72,1.71,1.92
Operating Profit,0.75,0.62,0.39,0.39,0.42,0.42,0.38,0.25,0.12,-0.49,0.92,-0.05,-0.18
OPM %,63.56,62.63,43.82,50.0,49.41,39.62,31.15,16.89,8.57,-36.03,56.1,-3.01,-10.34
Other Income,0.00,0.00,0.0,0.0,-0.02,0.0,0.0,0.0,0.02,1.1,0.0,0.12,0.12
Interest,0.67,0.58,0.33,0.35,0.36,0.38,0.34,0.21,0.12,0.01,0.09,0.03,0.19
Depreciation,0.08,0.04,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.00,0.00,0.03,0.02,0.03,0.03,0.04,0.04,0.02,0.6,0.83,0.04,-0.25
Tax %,,,1100.0,50.0,33.33,33.33,50.0,25.0,50.0,43.33,28.92,100.0,
Net Profit,0.01,0.00,-0.31,0.01,0.02,0.02,0.02,0.03,0.02,0.34,0.59,0.01,-0.21
EPS in Rs,0.00,0.00,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,-0.03
