,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,65.0,96,77,80
Inventory Days,138.0,117,153,191
Days Payable,121.0,102,78,85
Cash Conversion Cycle,82.0,111,152,186
Working Capital Days,70.0,99,116,117
ROCE %,,18,24,17
