,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,66,6,16,-13
Cash from Investing Activity,-19,-27,-18,-27
Cash from Financing Activity,-42,28,-21,454
Net Cash Flow,4,7,-24,414
