,2023-03-01,2023-09-01
Equity Capital,4.83,8.1
Reserves,,61.8
Borrowings,,0.0
Other Liabilities,,80.25
Total Liabilities,,150.2
Fixed Assets,,74.32
CWIP,,0.18
Investments,,0.0
Other Assets,,75.7
Total Assets,,150.2
