,2018-09-01,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01
Sales,2.82,4.09,6.03,3.21,2.15,0.02,19.87,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,3.25,4.64,6.88,4.73,7.16,10.48,40.09,1.32,0.07,0.01,0.22,0.45,0.41
Operating Profit,-0.43,-0.55,-0.85,-1.52,-5.01,-10.46,-20.22,-1.32,-0.07,-0.01,-0.22,-0.45,-0.41
OPM %,-15.25,-13.45,-14.1,-47.35,-233.02,-52300.0,-101.76,,,,,,
Other Income,1.68,1.02,-1.11,1.43,-1.47,0.97,124.39,0.00,0.00,0.00,0.00,0.00,0.00
Interest,9.47,-14.92,-3.48,0.95,55.52,8.05,6.09,0.14,0.02,0.00,0.00,0.00,0.00
Depreciation,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.01,0.01
Profit before tax,-8.27,15.34,1.47,-1.08,-62.04,-17.58,98.04,-1.48,-0.11,-0.03,-0.24,-0.46,-0.42
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-8.27,15.34,1.47,-1.07,-62.04,-17.58,98.04,-1.47,-0.11,-0.03,-0.24,-0.46,-0.43
EPS in Rs,-0.46,0.86,0.08,-0.06,-3.48,-0.99,5.5,-0.08,-0.01,-0.00,-0.01,-0.03,-0.02
