,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,49.46,51.39,53.18,53.13,45.97,49.15,43.4,43.4
FIIs,4.94,2.52,1.46,0.0,0.03,0.48,3.12,4.42
DIIs,5.07,4.39,4.07,3.74,15.78,9.09,11.4,10.78
Government,0.0,0.25,0.24,0.24,0.21,0.14,0.0,0.0
Public,40.52,41.46,41.05,42.89,38.01,41.14,42.08,41.38
No. of Shareholders,89763.0,86675.0,87572.0,87048.0,87660.0,108529.0,96045.0,88380.0
