,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,30,29,29,29,29,29,29,29,29,30,30,30
Reserves,584,625,632,454,538,570,624,673,718,806,911,974,1142
Borrowings,592,536,438,495,353,447,368,244,294,296,57,299,209
Other Liabilities,482,399,474,522,323,311,678,648,787,655,822,425,958
Total Liabilities,1686,1590,1573,1499,1243,1356,1698,1594,1827,1786,1820,1728,2338
Fixed Assets,434,428,405,416,349,346,355,396,368,337,318,489,575
CWIP,1,3,2,3,19,5,63,3,4,1,20,14,53
Investments,237,15,20,3,104,104,103,102,102,103,102,103,30
Other Assets,1014,1144,1147,1077,771,902,1176,1093,1353,1345,1379,1122,1680
Total Assets,1686,1590,1573,1499,1243,1356,1698,1594,1827,1786,1820,1728,2338
