,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,147.0,216.0,285.0,239.0,261.0,289.0,315.0,333.0,342.0,361.0,373.0,366.0,384.0
Expenses,122.0,183.0,229.0,196.0,214.0,233.0,260.0,273.0,280.0,295.0,307.0,303.0,312.0
Operating Profit,25.0,33.0,56.0,43.0,48.0,56.0,55.0,60.0,62.0,66.0,65.0,62.0,72.0
OPM %,17.0,15.0,20.0,18.0,18.0,19.0,17.0,18.0,18.0,18.0,18.0,17.0,19.0
Other Income,5.0,6.0,3.0,4.0,5.0,4.0,5.0,1.0,5.0,6.0,5.0,6.0,5.0
Interest,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,10.0,9.0
Depreciation,13.0,14.0,17.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,18.0,18.0
Profit before tax,8.0,18.0,34.0,26.0,30.0,38.0,39.0,39.0,42.0,47.0,46.0,41.0,51.0
Tax %,21.0,14.0,12.0,9.0,9.0,17.0,76.0,24.0,25.0,28.0,35.0,27.0,28.0
Net Profit,6.0,15.0,30.0,24.0,28.0,31.0,9.0,30.0,32.0,34.0,30.0,30.0,37.0
EPS in Rs,2.66,6.22,12.49,9.88,11.48,12.85,3.8,12.24,13.21,14.03,12.55,12.46,15.17
