,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,68.86,84.29,87.64,73.5,101.11,73.56,42.55,95.01,65.97,47.65,61.86,81.73,65.79
Expenses,69.14,84.22,87.57,73.17,100.64,73.22,41.97,93.64,64.86,47.15,61.66,81.44,65.21
Operating Profit,-0.28,0.07,0.07,0.33,0.47,0.34,0.58,1.37,1.11,0.5,0.2,0.29,0.58
OPM %,-0.41,0.08,0.08,0.45,0.46,0.46,1.36,1.44,1.68,1.05,0.32,0.35,0.88
Other Income,0.42,0.24,0.42,0.32,0.18,0.07,0.6,0.13,-0.27,0.15,0.11,0.37,-0.08
Interest,0.32,0.14,0.32,0.23,0.3,0.22,0.04,0.17,0.29,0.2,0.26,0.29,0.12
Depreciation,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.01,0.01
Profit before tax,-0.2,0.15,0.15,0.4,0.33,0.15,1.12,1.31,0.53,0.43,0.03,0.36,0.37
Tax %,-10.0,13.33,13.33,7.5,12.12,0.0,11.61,4.58,1.89,6.98,166.67,13.89,5.41
Net Profit,-0.22,0.12,0.13,0.37,0.29,0.15,0.99,1.25,0.53,0.41,-0.01,0.32,0.34
EPS in Rs,-0.02,0.01,0.01,0.04,0.03,0.02,0.1,0.13,0.05,0.04,-0.0,0.03,0.03
