,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,30,33,33,35,27,23,28,34,31,37,41,35
Inventory Days,93,108,96,103,92,104,84,111,117,119,117,99
Days Payable,115,117,100,98,89,87,158,168,145,137,148,108
Cash Conversion Cycle,8,24,29,40,30,40,-45,-23,3,19,10,26
Working Capital Days,285,317,353,6,-35,-14,-99,7,9,75,-18,-33
ROCE %,30,20,10,9,22,9,17,12,5,6,6,15
