,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16,16,16,16,16,14,12,12,12,12,12,12,12
Reserves,802,884,945,986,1178,906,721,747,708,699,679,763,690
Borrowings,0,0,0,0,0,0,0,0,68,62,24,22,8
Other Liabilities,216,241,241,244,239,230,377,223,289,229,242,186,160
Total Liabilities,1034,1141,1202,1246,1433,1150,1111,982,1078,1002,958,983,871
Fixed Assets,10,10,8,8,6,6,5,15,76,64,24,19,8
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,1023,1131,1194,1238,1426,1144,1106,967,1001,938,934,964,863
Total Assets,1034,1141,1202,1246,1433,1150,1111,982,1078,1002,958,983,871
