,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,96.0,94.0,99.0,98.0,104.0,99.0,98.0,121.0,102.0,80.0,76.0,91.0,79.0
Expenses,86.0,97.0,84.0,90.0,97.0,92.0,93.0,89.0,85.0,73.0,67.0,73.0,62.0
Operating Profit,10.0,-3.0,15.0,8.0,7.0,7.0,6.0,32.0,16.0,8.0,9.0,17.0,17.0
OPM %,11.0,-3.0,15.0,8.0,7.0,7.0,6.0,26.0,16.0,10.0,12.0,19.0,21.0
Other Income,6.0,8.0,12.0,6.0,6.0,6.0,-35.0,27.0,7.0,8.0,16.0,12.0,17.0
Interest,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Depreciation,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
Profit before tax,11.0,1.0,22.0,10.0,9.0,8.0,-31.0,57.0,21.0,14.0,23.0,28.0,32.0
Tax %,32.0,204.0,56.0,36.0,24.0,24.0,25.0,7.0,14.0,47.0,-7.0,27.0,27.0
Net Profit,8.0,-1.0,10.0,6.0,7.0,6.0,-23.0,52.0,18.0,8.0,25.0,20.0,24.0
EPS in Rs,3.05,-0.29,3.93,2.54,2.84,2.57,-9.47,21.21,7.43,3.08,10.13,8.21,9.59
