,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.69,71.69,71.69,71.69,71.69,71.69,71.68,71.68
Public,28.31,28.31,28.31,28.31,28.31,28.31,28.31,28.32
No. of Shareholders,510.0,600.0,846.0,881.0,981.0,4287.0,5396.0,7031.0
