,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,425,444,444,486,486,486,486,486,486,489,491,491,491
Reserves,11053,12109,9826,14469,12030,3324,4192,606,1695,1073,-406,-1742,-2169
Borrowings,53174,63111,72599,75274,66246,38953,28859,28678,19692,19146,19097,16458,15758
Other Liabilities,14624,18884,19807,19272,21424,18590,16088,26819,14415,15654,18209,22561,62798
Total Liabilities,79276,94548,102676,109501,100187,61354,49626,56590,36289,36362,37391,37768,76878
Fixed Assets,26701,42557,45434,53775,42785,18589,19714,19845,9589,8988,8618,4958,44788
CWIP,26599,22302,27124,19420,11321,2866,1465,673,679,714,247,193,225
Investments,3301,3462,3042,3026,2713,2127,1318,1210,1671,1462,1462,1492,1583
Other Assets,22676,26227,27076,33280,43369,37772,27129,34860,24351,25198,27064,31125,30282
Total Assets,79276,94548,102676,109501,100187,61354,49626,56590,36289,36362,37391,37768,76878
