,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.34,39.07,38.91,38.61,38.47,38.17,38.07,37.71
FIIs,18.23,12.65,9.34,4.26,0.96,1.1,0.97,0.89
DIIs,6.11,8.65,4.2,1.89,1.76,1.74,1.28,1.33
Government,0.0,0.43,0.54,0.64,0.82,0.81,0.0,0.0
Public,36.32,39.19,47.0,54.6,58.0,58.19,59.68,60.07
No. of Shareholders,587043.0,567533.0,587084.0,563909.0,559816.0,613873.0,607670.0,584029.0
