,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,59.11,59.11,59.11,59.11,59.11,59.11,59.11,59.11
Public,40.89,40.89,40.89,40.89,40.89,40.89,40.89,40.89
No. of Shareholders,10227.0,12463.0,12453.0,122450.0,12450.0,12350.0,59487.0,85433.0
