,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77
Reserves,-2.67,-2.5700000000000003,-2.55,-2.55,-2.7,-2.69,-2.92,-3.05,-3.05,-3.05,-3.04,-3.04
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,1.71,0.17,8.26,0.12,0.05,0.05,0.09,0.19,0.27,0.1,0.1,0.11
Total Liabilities,42.81,41.37,49.48,41.34,41.12,41.13,40.94,40.91,40.99,40.82,40.83,40.84
Fixed Assets,1.13,0.8,0.58,0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,23.92,23.92,23.92,23.92,23.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,17.76,16.65,24.98,16.73,17.2,41.13,40.94,40.91,40.99,40.82,40.83,40.84
Total Assets,42.81,41.37,49.48,41.34,41.12,41.13,40.94,40.91,40.99,40.82,40.83,40.84
