,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,460.0,542.0,671.0,578.0,779.0,803.0,882.0,837.0,810.0,656.0,736.0,694.0,726.0
Expenses,440.0,496.0,597.0,503.0,681.0,712.0,758.0,706.0,722.0,639.0,708.0,695.0,760.0
Operating Profit,20.0,46.0,74.0,75.0,97.0,91.0,124.0,131.0,88.0,17.0,28.0,-1.0,-34.0
OPM %,4.0,9.0,11.0,13.0,13.0,11.0,14.0,16.0,11.0,3.0,4.0,-0.0,-5.0
Other Income,8.0,7.0,11.0,4.0,8.0,10.0,1.0,-19.0,7.0,8.0,-28.0,6.0,5.0
Interest,8.0,7.0,10.0,12.0,11.0,11.0,15.0,13.0,13.0,14.0,16.0,18.0,17.0
Depreciation,21.0,26.0,27.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,32.0,31.0,28.0
Profit before tax,-2.0,21.0,48.0,37.0,64.0,60.0,80.0,69.0,51.0,-21.0,-48.0,-43.0,-74.0
Tax %,33.0,32.0,35.0,36.0,36.0,35.0,35.0,35.0,36.0,34.0,15.0,33.0,35.0
Net Profit,-1.0,14.0,31.0,24.0,41.0,39.0,52.0,45.0,32.0,-14.0,-41.0,-29.0,-48.0
EPS in Rs,-0.07,0.85,1.9,1.47,2.48,2.37,3.19,2.73,1.98,-0.83,-2.48,-1.77,-2.91
