,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.0,65.1,63.79,63.23,62.62,55.71,55.72,55.72
FIIs,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.07
DIIs,0.01,0.02,0.13,0.18,0.17,9.42,8.52,8.81
Public,29.0,34.88,36.07,36.59,37.21,34.82,35.68,35.4
No. of Shareholders,4533.0,5323.0,5451.0,5371.0,6462.0,9895.0,9932.0,11506.0
