,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,7,7,7,7,8,8,8
Reserves,72,86,100,123,138,155,246,301,308,310,441,480,502
Borrowings,113,105,114,172,190,248,268,310,357,354,265,301,314
Other Liabilities,122,122,139,176,182,176,260,256,230,236,295,299,322
Total Liabilities,311,319,359,476,516,585,781,874,901,907,1008,1088,1145
Fixed Assets,138,142,146,180,234,258,293,337,370,366,388,408,438
CWIP,2,1,1,25,2,12,5,21,23,28,26,25,34
Investments,0,0,0,0,0,0,0,0,0,0,0,3,3
Other Assets,171,176,212,271,280,315,483,516,508,513,594,652,670
Total Assets,311,319,359,476,516,585,781,874,901,907,1008,1088,1145
