,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,8.84,8.84
Reserves,0.52,3.1,9.07,7.66,11.53
Borrowings,4.34,3.5,6.04,6.48,14.23
Other Liabilities,1.37,2.81,5.32,9.9,9.3
Total Liabilities,6.24,9.42,20.44,32.88,43.9
Fixed Assets,1.06,0.73,0.85,5.53,5.96
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.03
Other Assets,5.18,8.69,19.59,27.35,37.91
Total Assets,6.24,9.42,20.44,32.88,43.9
