,2017-10-01,2018-03-01,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-09-01
Promoters,47.41,47.41,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.7,47.71
DIIs,0.85,0.43,0.43,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0
Public,51.74,52.16,51.9,52.17,52.15,52.31,52.32,52.32,52.32,52.3,52.29
No. of Shareholders,779.0,623.0,613.0,592.0,553.0,524.0,479.0,463.0,462.0,443.0,363.0
