,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,7,7,7,7,7,7,7,7,7,7,7
Reserves,62,67,80,101,119,142,151,135,112,163,142,162,171
Borrowings,1,1,1,1,1,4,77,104,108,20,22,38,38
Other Liabilities,18,22,31,38,31,25,41,35,42,48,43,39,36
Total Liabilities,89,97,119,147,159,179,276,281,270,239,214,247,253
Fixed Assets,16,17,17,16,17,20,94,164,153,105,105,139,136
CWIP,0,6,7,6,14,32,43,5,3,0,2,0,2
Investments,28,20,31,42,40,64,41,24,23,27,21,23,20
Other Assets,45,55,65,83,88,62,98,88,92,107,86,85,95
Total Assets,89,97,119,147,159,179,276,281,270,239,214,247,253
