,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,0,2,0,1,4,3,4,6
Cash from Investing Activity,-1,0,-1,0,0,-7,5,-4,-2
Cash from Financing Activity,0,0,-2,0,-1,3,-1,1,-2
Net Cash Flow,0,0,0,0,0,0,7,1,2
