,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5,17,72,36,99
Cash from Investing Activity,-40,-145,-90,-139,-220
Cash from Financing Activity,43,153,34,91,128
Net Cash Flow,-2,24,16,-12,7
