,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,21,21,23,23,23.0
Reserves,51,165,232,281,352,401.0
Preference Capital,1,1,2,2,2,
Borrowings,98,164,216,349,512,580.0
Other Liabilities,104,189,267,332,449,491.0
Total Liabilities,266,539,737,984,1335,1494.0
Fixed Assets,133,250,308,427,554,699.0
CWIP,0,26,53,87,125,33.0
Investments,0,2,0,0,0,0.0
Other Assets,133,261,375,470,656,763.0
Total Assets,266,539,737,984,1335,1494.0
