,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,1,4,5,11,11,11,11,11,11,11
Reserves,0,1,1,4,8,18,16,19,23,29,34,46,51
Borrowings,2,5,4,3,5,4,5,6,9,10,18,16,34
Other Liabilities,1,2,3,1,2,2,2,2,5,4,3,3,15
Total Liabilities,4,8,8,9,19,30,35,38,48,54,67,76,112
Fixed Assets,1,1,1,2,3,3,11,15,23,23,25,25,35
CWIP,0,0,0,0,0,0,0,0,2,5,6,7,7
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,3,7,7,6,16,27,24,23,23,26,35,44,70
Total Assets,4,8,8,9,19,30,35,38,48,54,67,76,112
