,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,71.11,71.11,71.11,71.11,71.11
Public,28.89,28.89,28.89,28.89,28.89
No. of Shareholders,74.0,69.0,60.0,58.0,59.0
