,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,8,8,8,7,7,7,7,7
Reserves,55,66,84,88,92,98,103,104,95,99,121,120,114
Borrowings,33,49,27,21,12,16,8,15,1,0,1,1,0
Other Liabilities,27,23,24,28,29,26,19,20,22,30,32,20,17
Total Liabilities,123,147,143,145,141,148,138,148,125,136,161,147,138
Fixed Assets,61,59,62,60,58,55,54,53,51,48,50,52,54
CWIP,0,1,0,0,0,0,0,0,0,0,1,0,0
Investments,4,5,5,24,24,20,14,33,13,3,4,5,36
Other Assets,57,81,75,60,59,72,70,61,62,85,106,91,49
Total Assets,123,147,143,145,141,148,138,148,125,136,161,147,138
