,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,70.01,70.01,70.01,69.95,69.92,69.92,69.92,69.91,69.91,69.91,69.91,69.91
FIIs,13.26,12.78,12.85,9.15,10.1,9.55,9.33,9.22,10.12,10.88,10.82,10.87
DIIs,4.04,2.63,2.87,1.36,1.54,1.82,2.01,2.13,2.2,2.19,2.66,2.97
Public,12.69,14.57,14.27,19.54,18.44,18.71,18.74,18.74,17.75,17.02,16.6,16.24
No. of Shareholders,56192.0,51782.0,49506.0,48293.0,55951.0,61921.0,65292.0,71976.0,72811.0,71294.0,76476.0,83515.0
