,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,7,1,3,-1
Cash from Investing Activity,0,-3,-1,0
Cash from Financing Activity,1,0,0,-1
Net Cash Flow,8,-2,2,-2
