,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,47.42,47.27,47.27,47.27,47.22
FIIs,4.08,4.93,4.61,9.27,10.14
DIIs,7.46,7.57,8.58,9.24,9.63
Public,41.04,40.21,39.52,34.24,33.02
No. of Shareholders,123333.0,101363.0,93800.0,81724.0,96452.0
