,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,156,37,15,-70
Cash from Investing Activity,-46,-113,-368,-913
Cash from Financing Activity,-59,72,359,997
Net Cash Flow,51,-4,5,13
