,2023-06-01,2023-09-01
Sales,230.0,244.0
Expenses,183.0,194.0
Operating Profit,48.0,51.0
OPM %,21.0,21.0
Other Income,3.0,4.0
Interest,2.0,2.0
Depreciation,7.0,7.0
Profit before tax,42.0,45.0
Tax %,25.0,25.0
Net Profit,31.0,33.0
EPS in Rs,3.32,3.57
