,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,45,36,,70,23,79
Cash from Investing Activity,-51,-52,,-16,-8,-46
Cash from Financing Activity,0,17,,-57,-15,-32
Net Cash Flow,-6,1,,-3,0,0
