,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,20,20,20,20,20,20,20,20,20,20,20,20
Reserves,286,188,151,93,58,33,3,18,-4,9,-8,32,37
Borrowings,152,214,193,237,278,295,267,230,235,207,210,0,4
Other Liabilities,159,176,234,235,276,295,201,85,104,49,53,27,26
Total Liabilities,617,599,598,585,632,643,491,353,355,285,275,79,87
Fixed Assets,180,225,231,237,218,200,182,26,23,7,5,2,2
CWIP,82,35,16,1,1,1,1,1,1,1,1,0,0
Investments,0,5,6,6,6,6,6,0,0,0,0,21,21
Other Assets,355,334,345,342,407,437,303,326,331,277,269,56,64
Total Assets,617,599,598,585,632,643,491,353,355,285,275,79,87
