,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,23.43,29.59,37.23,14.57,24.54,23.38,20.83,13.51,29.97,28.46,43.15,24.43,39.16
Expenses,24.21,25.26,28.09,12.66,22.85,21.27,19.34,12.85,29.33,27.75,42.58,24.72,36.79
Operating Profit,-0.78,4.33,9.14,1.91,1.69,2.11,1.49,0.66,0.64,0.71,0.57,-0.29,2.37
OPM %,-3.33,14.63,24.55,13.11,6.89,9.02,7.15,4.89,2.14,2.49,1.32,-1.19,6.05
Other Income,2.29,3.23,1.41,2.35,3.06,1.98,3.52,2.93,3.02,3.03,3.03,3.32,3.6
Interest,4.05,4.23,3.96,4.06,4.16,3.07,3.19,2.92,2.64,2.76,2.88,1.98,1.98
Depreciation,0.43,0.45,0.45,0.47,0.49,0.48,0.43,0.46,0.35,0.35,0.33,0.37,0.32
Profit before tax,-2.97,2.88,6.14,-0.27,0.1,0.54,1.39,0.21,0.67,0.63,0.39,0.68,3.67
Tax %,24.58,28.82,25.41,25.93,100.0,24.07,27.34,76.19,28.36,36.51,30.77,35.29,25.34
Net Profit,-2.87,1.61,4.65,-0.6,-0.54,0.24,-1.08,-0.46,0.06,-0.07,0.02,0.23,2.48
EPS in Rs,-0.07,0.04,0.12,-0.02,-0.01,0.01,-0.03,-0.01,0.0,-0.0,0.0,0.01,0.06
