,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,107.0,91,73,56,63,54,96,245,164,62
Inventory Days,,,,,,,562,,,
Days Payable,,,,,,,495,,,
Cash Conversion Cycle,107.0,91,73,56,63,54,163,245,164,62
Working Capital Days,553.0,664,433,31,136,223,197,510,350,125
ROCE %,,12,12,14,23,19,16,6,6,6
