,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-19,-10,4,-26,16
Cash from Investing Activity,-5,0,-2,-1,-11
Cash from Financing Activity,31,23,-6,20,-5
Net Cash Flow,7,13,-5,-7,0
