,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,20.0,26.0,33.0,20.0,34.0,79.0,65.0,56.0,105.0,117.0,178.0,123.0,109.0
Expenses,17.0,16.0,27.0,19.0,24.0,62.0,55.0,52.0,91.0,95.0,143.0,109.0,96.0
Operating Profit,3.0,10.0,6.0,0.0,10.0,17.0,10.0,4.0,14.0,23.0,35.0,14.0,14.0
OPM %,15.0,38.0,19.0,3.0,29.0,22.0,15.0,7.0,14.0,19.0,20.0,11.0,12.0
Other Income,2.0,1.0,3.0,1.0,7.0,2.0,2.0,2.0,5.0,3.0,3.0,-0.0,5.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Depreciation,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
Profit before tax,2.0,9.0,6.0,0.0,15.0,18.0,10.0,4.0,18.0,24.0,36.0,11.0,16.0
Tax %,19.0,18.0,-64.0,194.0,26.0,27.0,-153.0,25.0,25.0,26.0,8.0,28.0,29.0
Net Profit,2.0,7.0,10.0,-0.0,11.0,13.0,26.0,3.0,14.0,18.0,33.0,8.0,11.0
EPS in Rs,0.33,1.27,1.71,-0.03,1.98,2.21,4.41,0.52,2.34,3.06,5.75,1.4,1.97
