,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.24,0.17,1.07,1.07,0.49,0.4,0.27,0.73,0.6,0.57
Expenses,0.27,0.35,1.07,1.08,0.42,3.19,3.19,0.85,0.96,1.05,1.91,1.17,0.87
Operating Profit,-0.27,-0.35,-1.07,-0.84,-0.25,-2.12,-2.12,-0.36,-0.56,-0.78,-1.18,-0.57,-0.3
OPM %,,,,-350.0,-147.06,-198.13,-198.13,-73.47,-140.0,-288.89,-161.64,-95.0,-52.63
Other Income,0.00,5.61,5.62,0.01,0.0,-0.02,-0.02,0.03,0.02,-0.01,-0.03,0.01,0.0
Interest,0.11,0.17,0.46,0.11,0.15,0.11,0.11,0.15,0.16,0.16,0.21,0.19,0.18
Depreciation,0.23,0.11,0.70,0.29,0.62,-0.01,-0.01,0.25,0.27,0.27,0.26,0.27,0.17
Profit before tax,-0.61,4.98,3.39,-1.23,-1.02,-2.24,-2.24,-0.73,-0.97,-1.22,-1.68,-1.02,-0.65
Tax %,0.00,5.22,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-0.60,4.72,3.39,-1.23,-1.02,-2.23,-2.23,-0.74,-0.97,-1.22,-1.68,-1.02,-0.65
EPS in Rs,-1.50,11.80,8.48,-3.08,-2.55,-5.58,-5.58,-1.85,-2.42,-3.05,-4.2,-2.55,-1.62
