,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44
Reserves,0.73,0.8200000000000001,1.09,1.31,1.58,1.78,2.09,2.24,-0.62,-1.62,-1.72,-1.66,-2.07
Borrowings,16.61,21.1,25.59,20.39,20.26,21.55,21.59,22.75,21.94,24.51,27.42,29.34,31.42
Other Liabilities,1.93,2.42,2.91,2.88,2.66,2.84,3.39,4.3,4.5600000000000005,4.64,5.86,4.31,5.65
Total Liabilities,24.71,29.78,35.03,30.02,29.94,31.61,32.51,34.73,31.32,32.97,37.0,37.43,40.44
Fixed Assets,8.38,9.73,10.9,10.83,10.67,11.43,11.89,11.51,10.34,9.72,9.86,8.79,8.28
CWIP,0.04,0.0,0.61,0.41,0.68,0.21,0.21,2.36,0.0,0.0,0.0,1.12,1.73
Investments,0.06,0.06,0.06,0.06,0.02,0.01,0.02,0.02,0.01,0.02,0.03,0.03,0.03
Other Assets,16.23,19.99,23.46,18.72,18.57,19.96,20.39,20.84,20.97,23.23,27.11,27.49,30.4
Total Assets,24.71,29.78,35.03,30.02,29.94,31.61,32.51,34.73,31.32,32.97,37.0,37.43,40.44
